OriginalID,SourceLevel,TargetLevel,SourceText,TargetText
5703,ELE,INT,The Spanish team started their work after a group of cave explorers found two skeletons in a deep cave high up in the Cantabrian Mountains of northwest Spain in 2006.,The Spanish team started their work after a group of cave explorers found two skeletons in a deep and complex cave system high up in the Cantabrian Mountains of northwest Spain in 2006.
5703,INT,ELE,The Spanish team started their work after a group of cave explorers found two skeletons in a deep and complex cave system high up in the Cantabrian Mountains of northwest Spain in 2006.,The Spanish team started their work after a group of cave explorers found two skeletons in a deep cave high up in the Cantabrian Mountains of northwest Spain in 2006.
1587,ADV,ELE,She recently deleted her Twitter account and deactivated her Facebook account two years ago after realizing she didnt like everyone knowing what I was doing.,She has deleted her Twitter account and deleted her Facebook account two years ago when she realized that she didnt like everyone knowing what I was doing.
1587,ELE,ADV,She has deleted her Twitter account and deleted her Facebook account two years ago when she realized that she didnt like everyone knowing what I was doing.,She recently deleted her Twitter account and deactivated her Facebook account two years ago after realizing she didnt like everyone knowing what I was doing.
1469,ADV,ELE,We know sitting still kills; not sitting still helps children build skills that will stay with them for life.,We know sitting still kills; not sitting still helps children build skills that will help them for the rest of their lives.
1469,ELE,ADV,We know sitting still kills; not sitting still helps children build skills that will help them for the rest of their lives.,We know sitting still kills; not sitting still helps children build skills that will stay with them for life.
3286,ADV,INT,"Unveiling a car with a top speed of 25mph, two seats and no pedals or steering wheel might not make much of an impression at a motor show.","A car with a top speed of 25mph, two seats and no pedals or steering wheel might not make much of an impression at a motor show."
3286,INT,ADV,"A car with a top speed of 25mph, two seats and no pedals or steering wheel might not make much of an impression at a motor show.","Unveiling a car with a top speed of 25mph, two seats and no pedals or steering wheel might not make much of an impression at a motor show."
309,ADV,ELE,It was important to me to leave an organization in the strongest possible shape and I believe I have done so.,It was important to me to leave an organization in the strongest possible condition and I believe I have done so.
309,ELE,ADV,It was important to me to leave an organization in the strongest possible condition and I believe I have done so.,It was important to me to leave an organization in the strongest possible shape and I believe I have done so.
5193,ELE,INT,It could be even more difficult to get the legal permissions to copy and store software before it dies.,It could be even more difficult to obtain the legal permissions to copy and store software before it dies.
5193,INT,ELE,It could be even more difficult to obtain the legal permissions to copy and store software before it dies.,It could be even more difficult to get the legal permissions to copy and store software before it dies.
5688,ELE,INT,"We do not yet live in an age of  ying cars, as predicted in the 1985  lm Back to the Future II, but smartphones and other new technologies are creating exciting possibilities.","We may not yet be living in an age of  ying cars, as predicted in the 1985  lm Back to the Future II, but the rise of smartphones and other new technologies is creating a reality that is just as exciting and almost as far-fetched."
5688,INT,ELE,"We may not yet be living in an age of  ying cars, as predicted in the 1985  lm Back to the Future II, but the rise of smartphones and other new technologies is creating a reality that is just as exciting and almost as far-fetched.","We do not yet live in an age of  ying cars, as predicted in the 1985  lm Back to the Future II, but smartphones and other new technologies are creating exciting possibilities."
2288,ADV,INT,One thing to emerge from the Downing Street meeting was Camerons appointment of the Conservative MP Mike Weatherley to be his adviser on the subject.,"Following the Downing Street meeting, Cameron appointed the Conservative MP Mike Weatherley to be his adviser on the subject."
2288,INT,ADV,"Following the Downing Street meeting, Cameron appointed the Conservative MP Mike Weatherley to be his adviser on the subject.",One thing to emerge from the Downing Street meeting was Camerons appointment of the Conservative MP Mike Weatherley to be his adviser on the subject.
